Onde você busca informação confiável sobre produtos de tiro?
""
Canal
  Internet/Midia/Digital
  Atiradores/Amigos
  Autoridade/Instrutores/Atletas
  Clubes
  Fabricantes/Lojas
  Testes/Experiência própria
  Informativos Técnicos/Documentos
Não informou
  Eventos/Feiras
  Grupos de Whatsapp
  Canais do Youtube
